Question,Correct Answer,Correct Argument,Incorrect Answer,Incorrect Argument,Choice Answer,Choice Argument,Choice Answers Swapped
James streams on twitch.  He had 150 subscribers and then someone gifted 50 subscribers.  If he gets $9 a month per subscriber how much money does he make a month?,1800.0,"James had 150 subscribers before someone gifted him 50 more. This means he now has 200 subscribers. Since he makes $9 per subscriber per month, he makes $9 x 200 = $1800 a month.",1350.0,"James had 150 subscribers before someone gifted him 50 more. 150 + 50 = 200 subscribers. 200 subscribers x $9 per month = $1,800. James makes $1,350 a month.",candidate_1,Candidate 1 is the best answer because it correctly calculates the total number of subscribers (200) and multiplies it by the amount of money per subscriber ($9) to arrive at the correct answer of $1800. Candidate 2 incorrectly calculates the total number of subscribers (200) but then multiplies it by the incorrect amount of money per subscriber ($1350) to arrive at the incorrect answer of $1350.,False
"Jeannie hikes the 12 miles to Mount Overlook at a pace of 4 miles per hour, and then returns at a pace of 6 miles per hour. How long did her hike take, in hours?",5.0,"Jeannie hikes the 12 miles to Mount Overlook at a pace of 4 miles per hour, which takes 3 hours. She then returns at a pace of 6 miles per hour, which takes 2 hours. Therefore, her hike took 5 hours in total.",8.0,"Jeannie hikes 4 miles in 1 hour. So, it takes her 3 hours to hike 12 miles to Mount Overlook. On the way back, she hikes 6 miles in 1 hour. So, it takes her 2 hours to hike back. Therefore, the total time for her hike is 3 hours + 2 hours = 5 hours.",candidate_1,"Candidate 1 is the best answer because it provides a step-by-step explanation of how the calculation was made. This makes it easier to understand and verify the answer. Candidate 2 does not provide any explanation of the calculation, making it difficult to understand and verify the answer.",True
"A flower shop sells bouquets of roses, which each contain 12 roses, and bouquets of daisies, which each contain an equal amount of daisies. The flower shop sells 20 bouquets today. 10 of these were rose bouquets and the remaining 10 bouquets were daisy bouquets. If the flower shop has sold 190 flowers in total today, how many daisies are in each bouquet of daisies?",7.0,"The flower shop sold 10 rose bouquets and 10 daisy bouquets. Each rose bouquet contains 12 roses, so 10 rose bouquets contain 120 roses. The flower shop sold 190 flowers in total, so the remaining 70 flowers must be daisies. Since 10 daisy bouquets were sold, each daisy bouquet must contain 7 daisies.",15.0,"The flower shop sold 10 rose bouquets and 10 daisy bouquets. Each rose bouquet contains 12 roses, so 10 rose bouquets contain 120 roses. The flower shop sold 190 flowers in total, so the remaining 70 flowers must be daisies. Since 10 daisy bouquets were sold, each daisy bouquet must contain an equal amount of daisies. Therefore, each daisy bouquet contains 15 daisies.",candidate_1,"Candidate 1 is the best answer because it correctly calculates the number of daisies in each daisy bouquet. Candidate 2 incorrectly states that each daisy bouquet contains 15 daisies, when in fact each daisy bouquet contains 7 daisies.",False
A zoo has 21 penguins and twice as many polar bears?  How many total animals do they have?,63.0,"There are 21 penguins and twice as many polar bears. To find the total number of animals, we need to add the number of penguins and polar bears. 21 + (2 x 21) = 63. Therefore, the zoo has 63 total animals.",42.0,"There are 21 penguins and twice as many polar bears. To find the total number of animals, we need to add the two numbers together. 21 + (2 x 21) = 42, so the zoo has 42 total animals.",candidate_1,Candidate 1 is the best answer because it correctly states that the zoo has 63 total animals. Candidate 2 incorrectly states that the zoo has 42 total animals.,False
"Tina saved $27 in June, $14 in July, and $21 in August. Then Tina spent $5 on books and $17 on new shoes. How much money does Tina have left?",40.0,"Tina saved a total of $62 in June, July, and August ($27 + $14 + $21). She then spent $5 on books and $17 on new shoes, leaving her with a total of $40 ($62 - $5 - $17). Therefore, Tina has $40 left.",20.0,"Tina saved a total of $62 in June, July, and August ($27 + $14 + $21). She then spent $5 on books and $17 on new shoes, leaving her with $40. Subtracting the $20 she spent on books and shoes, Tina has $20 left.",candidate_1,"Candidate 1 is the best answer because it correctly accounts for the money Tina spent on books and shoes. Tina saved a total of $62 in June, July, and August, and then spent $5 on books and $17 on new shoes, leaving her with $40. Subtracting the $22 she spent on books and shoes, Tina has $20 left. Therefore, the final answer is 20.0.",True
Maya loves to read books. Last week she read 5 books. Each book had 300 pages of text. This week she read twice as much. How many pages did Maya read in total?,4500.0,"Maya read 5 books last week, each with 300 pages. This week she read twice as much, so she read 10 books. To calculate the total number of pages read, we multiply the number of books read by the number of pages in each book. 5 books x 300 pages = 1500 pages. 10 books x 300 pages = 3000 pages. Therefore, Maya read a total of 4500 pages this week.",2100.0,"Maya read 5 books last week, each with 300 pages. This week she read twice as much, so she read 10 books. To calculate the total number of pages read, we multiply 10 books by 300 pages per book, which gives us 3000 pages. Subtract the 300 pages from last week, and we get 2100 pages.",candidate_1,Candidate 1 is the best answer because it correctly calculates the total number of pages read this week. It takes into account the 5 books read last week and subtracts them from the total number of pages read this week. This gives us the correct answer of 2100 pages.,True
"Mr. Williams bought 10 gallons of juice for a party. Each gallon has 10 cups. At the party, 5 cups of juice were left. How many cups of juice were drunk?",95.0,"Mr. Williams bought 10 gallons of juice, each with 10 cups. 10 x 10 = 100 cups of juice. At the party, 5 cups of juice were left, so 100 - 5 = 95 cups of juice were drunk.",45.0,"Mr. Williams bought 10 gallons of juice, which is equal to 100 cups. At the party, 5 cups of juice were left, so 100 - 5 = 95 cups were drunk. 95 cups divided by 10 gallons = 9.5 cups per gallon. 9.5 cups per gallon multiplied by 10 gallons = 95 cups. Therefore, 45 cups of juice were drunk.",candidate_1,"Candidate 1 provides a more detailed explanation of the calculation process, which makes it easier to understand and verify the answer. Additionally, Candidate 1 provides the answer in decimal form, which is more precise than the whole number provided by Candidate 2.",True
The weights of Christine's two cats are 7 and 10 pounds. What is her dog's weight if its weight is twice the sum of her two cats' weights?,34.0,"The sum of the two cats' weights is 7 + 10 = 17 pounds. The dog's weight is twice the sum of the cats' weights, so the dog's weight is 2 x 17 = 34 pounds.",24.0,"The sum of the two cats' weights is 7 + 10 = 17. The dog's weight is twice the sum of the cats' weights, so the dog's weight is 2 x 17 = 24.",candidate_1,"Candidate 1 is the best answer because it correctly calculates the dog's weight as twice the sum of the cats' weights, which is 2 x 17 = 24.0.",True
Harry is 50 years old. His father is currently 24 years older than he is. How old was his mother when she gave birth to him if she is younger than his father by 1/25 of Harry's current age?,22.0,"Harry's father is currently 24 years older than him, so when Harry was born, his father was 24 years older than his mother. Since his mother is younger than his father by 1/25 of Harry's current age, we can calculate that 1/25 of 50 is 2. Therefore, his mother was 22 years old when she gave birth to Harry.",25.0,"Harry's father is currently 24 years older than him, so when Harry was born, his father was 26 years old. Since his mother was younger than his father by 1/25 of Harry's current age, we can calculate that 1/25 of 50 is 2. Therefore, his mother was 26 - 2 = 24 years old when she gave birth to Harry.",candidate_1,"Candidate 1 is the best answer because it correctly calculates that 1/25 of 50 is 2, and then subtracts 2 from 24 to get the correct answer of 22. Candidate 2 incorrectly calculates that 1/25 of 50 is 25, which leads to an incorrect answer of 25.",False
Julia had to make 6 cakes for the party. Each cake takes 12 minutes to mix and needs 9 more minutes to bake than mix. Then it takes 6 more minutes to cool and decorate than to bake. How many hours will it take to make all 6 cakes?,6.0,"It will take Julia 6 hours to make all 6 cakes. Each cake takes 12 minutes to mix, plus 9 minutes to bake, plus 6 minutes to cool and decorate, for a total of 27 minutes per cake. 6 cakes multiplied by 27 minutes per cake equals 162 minutes, which is equal to 2 hours and 42 minutes. Since Julia needs to make 6 cakes, it will take her 6 hours to make all 6 cakes.",2.0,"It will take 12 minutes to mix each cake, plus 9 minutes to bake each cake, plus 6 minutes to cool and decorate each cake. This adds up to 27 minutes per cake. Since there are 6 cakes, it will take 6 x 27 minutes, or 162 minutes, to make all 6 cakes. 162 minutes is equal to 2 hours.",candidate_1,"Candidate 1 is the best answer because it accurately calculates the amount of time it will take Julia to make all 6 cakes. It takes 12 minutes to mix each cake, plus 9 minutes to bake each cake, plus 6 minutes to cool and decorate each cake, for a total of 27 minutes per cake. 6 cakes multiplied by 27 minutes per cake equals 162 minutes, which is equal to 2 hours and 42 minutes. Therefore, the final answer is 2.0.",True
